Ordem_Sorteio,Marca,Modelo,Ano,Cor,Nota_Confianca_Marca,Nota_Confianca_Modelo,Nota_Aparencia,Perfil_Rodagem,Quilometragem_Estimada,Dias_para_Venda
2601,Volkswagen,Gol,2017,Cinza,4.0,4.4,4.96,Normal,105471,18
2602,Volkswagen,Polo,2025,Preto,4.0,2.8,4.82,Normal,11774,14
2603,Honda,Civic,2020,Preto,4.8,4.8,4.83,Normal,65283,7
2604,Hyundai,HB20,2025,Branco,4.5,4.5,4.81,Normal,8262,13
2605,Renault,Kwid,2020,Vermelho,3.2,2.7,4.77,Normal,62435,27
2606,Fiat,Uno,2018,Prata,3.6,4.3,4.81,Normal,92843,8
2607,Chevrolet,Onix,2025,Cinza,4.3,4.2,4.69,Normal,11862,16
2608,Toyota,Corolla,2019,Azul,5.0,5.0,4.86,Normal,82290,7
2609,Hyundai,HB20,2022,Preto,4.5,4.5,4.78,Normal,46715,11
2610,Jeep,Compass,2024,Branco,2.5,2.3,4.6,Normal,14421,26
2611,Chevrolet,Onix,2018,Cinza,4.3,4.2,4.7,Alto,128997,36
2612,Chevrolet,Celta,2010,Branco,4.3,4.2,4.27,Normal,182861,17
2613,Chevrolet,Prisma/Joy Plus,2014,Preto,4.3,3.2,4.88,Normal,140739,10
2614,Chevrolet,Onix,2021,Branco,4.3,4.2,4.4,Normal,49240,10
2615,Fiat,Argo,2023,Branco,3.6,3.4,4.89,Alto,50616,38
2616,Chevrolet,Onix,2020,Preto,4.3,4.2,4.38,Normal,69726,5
2617,Chevrolet,Onix,2024,Preto,4.3,4.2,4.58,Pouco Rodado,8741,13
2618,Hyundai,Creta,2024,Branco,4.5,3.6,4.98,Alto,26906,21
2619,Jeep,Compass,2018,Prata,2.5,2.3,4.96,Normal,89607,18
2620,Chevrolet,Onix,2016,Preto,4.3,4.2,4.64,Pouco Rodado,74100,8
2621,Hyundai,HB20,2020,Preto,4.5,4.5,4.97,Alto,91743,17
2622,Chevrolet,Celta,2010,Preto,4.3,4.2,4.51,Normal,188555,19
2623,Hyundai,HB20,2017,Prata,4.5,4.5,4.6,Normal,97910,13
2624,Toyota,Corolla,2020,Marrom,5.0,5.0,4.84,Super Alto,127548,43
2625,Fiat,Strada,2013,Cinza,3.6,4.4,3.86,Normal,152695,17
2626,Ford,Ka,2011,Prata,2.8,3.8,4.73,Pouco Rodado,117938,5
2627,Fiat,Toro,2020,Marrom,3.6,2.9,4.89,Pouco Rodado,46632,17
2628,Hyundai,HB20,2024,Vermelho,4.5,4.5,4.71,Normal,22691,26
2629,Hyundai,HB20,2017,Preto,4.5,4.5,4.62,Normal,105201,16
2630,Fiat,Toro,2021,Marrom,3.6,2.9,4.4,Normal,59001,35
2631,Toyota,Hilux,2017,Cinza,5.0,4.9,4.97,Pouco Rodado,69018,5
2632,Ford,Ka,2012,Vermelho,2.8,3.8,4.49,Normal,161544,25
2633,Renault,Sandero,2018,Branco,3.2,2.6,4.84,Normal,86487,15
2634,Volkswagen,Gol,2014,Branco,4.0,4.4,4.19,Pouco Rodado,90548,7
2635,Fiat,Uno,2017,Branco,3.6,4.3,4.82,Alto,144072,36
2636,Honda,Civic,2023,Cinza,4.8,4.8,4.89,Pouco Rodado,23565,7
2637,Volkswagen,Polo,2023,Vermelho,4.0,2.8,4.93,Normal,27615,29
2638,Renault,Duster,2015,Prata,3.2,3.2,4.13,Normal,127774,19
2639,Toyota,Hilux,2022,Branco,5.0,4.9,4.75,Normal,41392,10
2640,Honda,Civic,2020,Branco,4.8,4.8,4.9,Normal,65664,9
2641,Volkswagen,Polo,2021,Vermelho,4.0,2.8,4.79,Normal,54255,20
2642,Hyundai,Creta,2017,Branco,4.5,3.6,4.29,Alto,159803,26
2643,Jeep,Renegade,2020,Prata,2.5,2.4,4.87,Normal,64170,20
2644,Renault,Kwid,2017,Branco,3.2,2.7,4.24,Pouco Rodado,69351,21
2645,Ford,Fiesta,2015,Prata,2.8,2.0,4.79,Normal,129252,25
2646,Hyundai,Creta,2019,Marrom,4.5,3.6,4.95,Pouco Rodado,52548,16
2647,Fiat,Uno,2014,Cinza,3.6,4.3,4.48,Pouco Rodado,90577,16
2648,Honda,HR-V,2017,Verde,4.8,3.9,4.6,Normal,97275,15
2649,Ford,Fiesta,2011,Preto,2.8,2.0,4.34,Super Alto,368017,41
2650,Fiat,Mobi,2018,Cinza,3.6,3.5,4.95,Pouco Rodado,57646,5
2651,Volkswagen,Polo,2023,Verde,4.0,2.8,4.93,Alto,36355,46
2652,Ford,Ka,2020,Prata,2.8,3.8,4.96,Alto,90678,40
2653,Fiat,Toro,2019,Prata,3.6,2.9,4.93,Normal,74600,27
2654,Fiat,Strada,2018,Cinza,3.6,4.4,4.8,Normal,84638,20
2655,Hyundai,HB20,2014,Preto,4.5,4.5,4.31,Normal,135016,11
2656,Toyota,Corolla,2021,Preto,5.0,5.0,4.83,Normal,48205,14
2657,Volkswagen,Saveiro,2021,Prata,4.0,4.0,4.85,Super Alto,101324,28
2658,Toyota,Corolla Cross,2023,Branco,5.0,4.7,4.35,Super Alto,72786,33
2659,Fiat,Uno,2013,Marrom,3.6,4.3,4.21,Normal,148176,31
2660,Honda,HR-V,2019,Branco,4.8,3.9,4.76,Pouco Rodado,52667,7
2661,Fiat,Uno,2015,Cinza,3.6,4.3,4.48,Normal,120469,23
2662,Volkswagen,Polo,2023,Branco,4.0,2.8,4.98,Pouco Rodado,16616,13
2663,Fiat,Mobi,2024,Prata,3.6,3.5,4.96,Alto,19871,36
2664,Chevrolet,Onix,2021,Cinza,4.3,4.2,4.74,Pouco Rodado,37666,17
2665,Toyota,Corolla,2016,Vermelho,5.0,5.0,4.23,Normal,115903,16
2666,Toyota,Corolla,2024,Marrom,5.0,5.0,4.71,Normal,13337,5
2667,Ford,Ka,2020,Branco,2.8,3.8,4.63,Super Alto,129356,39
2668,Chevrolet,Onix,2015,Branco,4.3,4.2,4.76,Pouco Rodado,82862,15
2669,Hyundai,HB20,2013,Branco,4.5,4.5,4.81,Alto,233959,23
2670,Honda,Civic,2012,Prata,4.8,4.8,4.28,Normal,157951,18
2671,Chevrolet,Onix,2016,Vermelho,4.3,4.2,4.96,Normal,114812,24
2672,Hyundai,HB20,2019,Cinza,4.5,4.5,4.77,Normal,73719,8
2673,Renault,Duster,2012,Azul,3.2,3.2,4.69,Normal,166307,23
2674,Fiat,Mobi,2016,Azul,3.6,3.5,4.46,Alto,169876,39
2675,Fiat,Toro,2019,Cinza,3.6,2.9,4.71,Pouco Rodado,49683,17
2676,Renault,Sandero,2021,Branco,3.2,2.6,4.76,Alto,76276,42
2677,Ford,Ka,2014,Prata,2.8,3.8,3.84,Normal,134922,6
2678,Volkswagen,Saveiro,2024,Vermelho,4.0,4.0,4.79,Alto,33086,48
2679,Volkswagen,Gol,2022,Preto,4.0,4.4,4.83,Super Alto,83791,29
2680,Fiat,Uno,2012,Prata,3.6,4.3,4.48,Pouco Rodado,104759,5
2681,Honda,Civic,2022,Preto,4.8,4.8,4.46,Normal,46202,14
2682,Renault,Sandero,2011,Preto,3.2,2.6,4.82,Normal,178530,21
2683,Volkswagen,Nivus,2023,Prata,4.0,3.0,4.89,Alto,52485,29
2684,Fiat,Uno,2010,Verde,3.6,4.3,4.81,Super Alto,393585,33
2685,Chevrolet,Onix,2013,Cinza,4.3,4.2,3.74,Pouco Rodado,100717,6
2686,Toyota,Corolla,2017,Preto,5.0,5.0,4.89,Normal,103096,5
2687,Fiat,Uno,2010,Preto,3.6,4.3,4.07,Alto,277241,33
2688,Volkswagen,T-Cross,2024,Branco,4.0,3.1,4.86,Normal,14708,15
2689,Fiat,Strada,2019,Prata,3.6,4.4,4.65,Normal,74918,20
2690,Renault,Sandero,2013,Branco,3.2,2.6,3.92,Normal,146933,13
2691,Volkswagen,Polo,2022,Prata,4.0,2.8,4.76,Alto,68806,25
2692,Chevrolet,Onix,2024,Preto,4.3,4.2,4.88,Super Alto,38781,44
2693,Chevrolet,Onix,2014,Cinza,4.3,4.2,3.82,Pouco Rodado,88846,14
2694,Ford,Ka,2020,Marrom,2.8,3.8,4.84,Normal,69740,15
2695,Chevrolet,Onix,2018,Cinza,4.3,4.2,4.55,Normal,93898,20
2696,Fiat,Argo,2024,Branco,3.6,3.4,4.88,Pouco Rodado,12640,6
2697,Fiat,Argo,2021,Prata,3.6,3.4,4.9,Super Alto,105140,51
2698,Chevrolet,Prisma/Joy Plus,2017,Cinza,4.3,3.2,4.63,Normal,105997,24
2699,Fiat,Argo,2020,Preto,3.6,3.4,4.65,Normal,67188,20
2700,Chevrolet,Prisma/Joy Plus,2015,Branco,4.3,3.2,4.57,Normal,124657,5
2701,Volkswagen,Gol,2022,Cinza,4.0,4.4,4.97,Pouco Rodado,25269,7
2702,Hyundai,HB20,2016,Prata,4.5,4.5,5.0,Pouco Rodado,74337,5
2703,Chevrolet,Onix,2021,Prata,4.3,4.2,4.89,Normal,56061,6
2704,Toyota,Hilux,2020,Preto,5.0,4.9,4.91,Normal,61791,6
2705,Fiat,Mobi,2023,Branco,3.6,3.5,4.96,Alto,36557,40
2706,Fiat,Toro,2024,Cinza,3.6,2.9,4.62,Normal,16878,17
2707,Fiat,Uno,2018,Branco,3.6,4.3,4.79,Pouco Rodado,58580,5
2708,Chevrolet,Prisma/Joy Plus,2015,Branco,4.3,3.2,4.33,Pouco Rodado,82222,10
2709,Fiat,Mobi,2023,Preto,3.6,3.5,4.96,Pouco Rodado,20224,17
2710,Chevrolet,Onix,2013,Prata,4.3,4.2,3.84,Alto,232800,38
2711,Honda,Civic,2019,Verde,4.8,4.8,4.95,Pouco Rodado,49950,19
2712,Jeep,Renegade,2016,Vermelho,2.5,2.4,4.79,Normal,117069,20
2713,Chevrolet,Prisma/Joy Plus,2013,Preto,4.3,3.2,4.25,Normal,146244,6
2714,Volkswagen,Fox,2019,Branco,4.0,4.1,4.57,Alto,124165,37
2715,Volkswagen,Fox,2012,Cinza,4.0,4.1,4.9,Alto,236888,31
2716,Chevrolet,Onix,2016,Branco,4.3,4.2,4.82,Pouco Rodado,72680,5
2717,Volkswagen,T-Cross,2022,Branco,4.0,3.1,4.86,Normal,39953,19
2718,Jeep,Compass,2020,Preto,2.5,2.3,4.92,Normal,61985,30
2719,Honda,Civic,2018,Azul,4.8,4.8,4.73,Normal,84521,10
2720,Jeep,Compass,2017,Cinza,2.5,2.3,4.34,Pouco Rodado,68984,19
2721,Hyundai,HB20,2014,Prata,4.5,4.5,4.78,Normal,136718,15
2722,Hyundai,HB20,2021,Branco,4.5,4.5,4.71,Normal,57140,6
2723,Ford,Fiesta,2012,Cinza,2.8,2.0,3.28,Normal,162014,26
2724,Renault,Duster,2018,Branco,3.2,3.2,4.93,Alto,129426,45
2725,Honda,Civic,2017,Branco,4.8,4.8,4.93,Normal,102863,16
2726,Chevrolet,Onix,2024,Verde,4.3,4.2,4.97,Pouco Rodado,11670,18
2727,Chevrolet,Onix,2023,Cinza,4.3,4.2,4.92,Super Alto,63498,35
2728,Fiat,Uno,2019,Cinza,3.6,4.3,4.92,Pouco Rodado,51603,5
2729,Ford,Ka,2012,Prata,2.8,3.8,4.11,Normal,158186,28
2730,Toyota,Corolla,2017,Branco,5.0,5.0,4.43,Normal,104808,20
2731,Hyundai,HB20,2017,Branco,4.5,4.5,4.82,Normal,106352,16
2732,Volkswagen,Saveiro,2023,Verde,4.0,4.0,4.87,Alto,42469,41
2733,Fiat,Strada,2015,Cinza,3.6,4.4,4.42,Pouco Rodado,85238,14
2734,Hyundai,HB20,2017,Prata,4.5,4.5,4.9,Normal,98838,5
2735,Fiat,Toro,2024,Branco,3.6,2.9,4.97,Pouco Rodado,11386,15
2736,Hyundai,Creta,2023,Azul,4.5,3.6,4.99,Alto,36819,46
2737,Jeep,Renegade,2018,Azul,2.5,2.4,4.57,Super Alto,194162,45
2738,Fiat,Mobi,2025,Prata,3.6,3.5,4.96,Super Alto,7141,38
2739,Jeep,Renegade,2024,Prata,2.5,2.4,4.96,Pouco Rodado,12654,13
2740,Volkswagen,Saveiro,2011,Marrom,4.0,4.0,4.69,Normal,174116,22
2741,Chevrolet,Prisma/Joy Plus,2018,Preto,4.3,3.2,4.6,Alto,143741,35
2742,Ford,Ka,2017,Prata,2.8,3.8,4.36,Normal,104179,10
2743,Chevrolet,Celta,2010,Branco,4.3,4.2,3.51,Normal,191185,14
2744,Fiat,Mobi,2016,Preto,3.6,3.5,4.67,Alto,167857,40
2745,Hyundai,HB20,2025,Vermelho,4.5,4.5,4.95,Alto,11068,40
2746,Fiat,Strada,2024,Branco,3.6,4.4,4.86,Normal,15203,16
2747,Toyota,Corolla,2022,Branco,5.0,5.0,4.6,Alto,70367,26
2748,Renault,Sandero,2012,Preto,3.2,2.6,3.35,Normal,162816,21
2749,Hyundai,HB20,2014,Cinza,4.5,4.5,4.72,Pouco Rodado,90231,5
2750,Hyundai,HB20,2017,Branco,4.5,4.5,3.87,Normal,99911,18
2751,Volkswagen,Saveiro,2025,Verde,4.0,4.0,4.29,Pouco Rodado,6916,7
2752,Toyota,Corolla Cross,2021,Cinza,5.0,4.7,4.91,Super Alto,120921,26
2753,Renault,Duster,2013,Verde,3.2,3.2,4.99,Pouco Rodado,97586,27
2754,Fiat,Strada,2017,Cinza,3.6,4.4,4.82,Pouco Rodado,68180,20
2755,Fiat,Argo,2017,Cinza,3.6,3.4,4.41,Normal,101761,23
2756,Chevrolet,Onix,2020,Preto,4.3,4.2,4.99,Pouco Rodado,47035,10
2757,Toyota,Hilux,2024,Branco,5.0,4.9,4.93,Pouco Rodado,10625,10
2758,Fiat,Uno,2015,Preto,3.6,4.3,4.56,Alto,189318,23
2759,Toyota,Corolla,2021,Cinza,5.0,5.0,4.97,Normal,50088,5
2760,Fiat,Uno,2015,Azul,3.6,4.3,4.43,Pouco Rodado,81404,22
2761,Hyundai,HB20,2021,Preto,4.5,4.5,4.93,Pouco Rodado,39046,5
2762,Fiat,Uno,2021,Preto,3.6,4.3,4.96,Normal,52920,13
2763,Fiat,Strada,2014,Preto,3.6,4.4,4.23,Pouco Rodado,93881,15
2764,Ford,Ka,2016,Preto,2.8,3.8,4.85,Pouco Rodado,79444,11
2765,Volkswagen,Polo,2025,Preto,4.0,2.8,4.61,Pouco Rodado,4740,19
2766,Renault,Sandero,2020,Cinza,3.2,2.6,4.95,Normal,61695,22
2767,Ford,Ka,2021,Preto,2.8,3.8,4.59,Normal,58844,19
2768,Volkswagen,Saveiro,2013,Cinza,4.0,4.0,3.73,Pouco Rodado,103150,5
2769,Fiat,Argo,2022,Verde,3.6,3.4,4.9,Alto,61324,42
2770,Chevrolet,Onix,2020,Preto,4.3,4.2,4.74,Normal,65753,22
2771,Volkswagen,Gol,2018,Branco,4.0,4.4,4.96,Normal,95793,18
2772,Fiat,Uno,2018,Branco,3.6,4.3,4.76,Alto,126378,37
2773,Jeep,Renegade,2015,Prata,2.5,2.4,4.49,Normal,125205,26
2774,Ford,Ka,2019,Vermelho,2.8,3.8,4.38,Normal,80933,28
2775,Fiat,Uno,2018,Branco,3.6,4.3,4.92,Pouco Rodado,58254,10
2776,Honda,HR-V,2017,Prata,4.8,3.9,4.29,Pouco Rodado,68536,6
2777,Chevrolet,Onix,2013,Cinza,4.3,4.2,3.41,Normal,148791,13
2778,Ford,Fiesta,2016,Branco,2.8,2.0,4.83,Pouco Rodado,75962,15
2779,Hyundai,HB20,2016,Azul,4.5,4.5,4.99,Super Alto,229110,39
2780,Chevrolet,Onix,2021,Preto,4.3,4.2,4.77,Normal,52444,9
2781,Ford,Fiesta,2013,Branco,2.8,2.0,3.71,Normal,152332,26
2782,Chevrolet,Tracker,2015,Branco,4.3,3.0,4.9,Normal,123456,31
2783,Hyundai,Creta,2017,Azul,4.5,3.6,4.85,Normal,105010,12
2784,Fiat,Strada,2013,Preto,3.6,4.4,4.87,Normal,147105,11
2785,Fiat,Strada,2011,Cinza,3.6,4.4,4.64,Pouco Rodado,112095,5
2786,Jeep,Renegade,2020,Preto,2.5,2.4,4.99,Pouco Rodado,47842,22
2787,Renault,Duster,2025,Marrom,3.2,3.2,4.89,Normal,10869,21
2788,Volkswagen,Polo,2021,Branco,4.0,2.8,4.99,Alto,77205,44
2789,Ford,Ka,2020,Cinza,2.8,3.8,4.93,Normal,64758,9
2790,Hyundai,HB20,2013,Azul,4.5,4.5,4.11,Pouco Rodado,100632,15
2791,Ford,Fiesta,2019,Preto,2.8,2.0,4.61,Pouco Rodado,51270,12
2792,Chevrolet,Celta,2010,Cinza,4.3,4.2,4.68,Normal,183437,21
2793,Chevrolet,Onix,2024,Cinza,4.3,4.2,4.99,Alto,33500,31
2794,Hyundai,Creta,2025,Branco,4.5,3.6,4.52,Normal,2227,9
2795,Ford,Ka,2018,Preto,2.8,3.8,4.94,Alto,127758,30
2796,Ford,Fiesta,2019,Prata,2.8,2.0,4.97,Normal,73596,23
2797,Toyota,Corolla,2018,Prata,5.0,5.0,4.39,Super Alto,191967,38
2798,Fiat,Strada,2017,Branco,3.6,4.4,4.58,Normal,100875,18
2799,Chevrolet,Onix,2022,Branco,4.3,4.2,4.96,Alto,54766,27
2800,Hyundai,HB20,2019,Preto,4.5,4.5,4.72,Alto,124773,16
2801,Fiat,Strada,2023,Branco,3.6,4.4,4.94,Alto,52487,21
2802,Chevrolet,Onix,2019,Branco,4.3,4.2,4.61,Normal,82583,12
2803,Fiat,Strada,2017,Branco,3.6,4.4,3.92,Normal,100399,24
2804,Volkswagen,Nivus,2025,Cinza,4.0,3.0,4.47,Super Alto,6688,34
2805,Ford,Ka,2012,Preto,2.8,3.8,3.69,Alto,249957,34
2806,Toyota,Corolla,2022,Cinza,5.0,5.0,4.98,Normal,40597,7
2807,Chevrolet,Onix,2024,Prata,4.3,4.2,4.69,Normal,17185,20
2808,Toyota,Corolla,2020,Preto,5.0,5.0,4.64,Normal,62079,12
2809,Toyota,Corolla,2018,Cinza,5.0,5.0,4.22,Normal,90927,5
2810,Hyundai,HB20,2018,Prata,4.5,4.5,4.79,Super Alto,188347,37
2811,Chevrolet,Tracker,2025,Cinza,4.3,3.0,4.94,Pouco Rodado,4008,18
2812,Toyota,Hilux,2017,Cinza,5.0,4.9,4.88,Normal,107392,10
2813,Honda,Civic,2017,Cinza,4.8,4.8,4.85,Normal,98145,19
2814,Ford,Ka,2015,Prata,2.8,3.8,4.45,Super Alto,252575,44
2815,Toyota,Corolla,2019,Vermelho,5.0,5.0,4.93,Alto,124914,37
2816,Volkswagen,Gol,2010,Cinza,4.0,4.4,3.95,Alto,282164,34
2817,Chevrolet,Onix,2025,Vermelho,4.3,4.2,4.28,Normal,8181,21
2818,Toyota,Corolla Cross,2023,Branco,5.0,4.7,4.99,Pouco Rodado,22478,5
2819,Fiat,Mobi,2025,Prata,3.6,3.5,4.53,Normal,9974,16
2820,Chevrolet,Onix,2016,Prata,4.3,4.2,4.65,Pouco Rodado,75722,16
2821,Fiat,Strada,2014,Vermelho,3.6,4.4,4.41,Super Alto,298634,41
2822,Chevrolet,Prisma/Joy Plus,2020,Verde,4.3,3.2,4.73,Normal,67340,15
2823,Jeep,Compass,2025,Preto,2.5,2.3,4.91,Alto,10755,45
2824,Volkswagen,T-Cross,2023,Preto,4.0,3.1,4.88,Pouco Rodado,17424,8
2825,Hyundai,HB20,2021,Preto,4.5,4.5,4.68,Normal,57331,11
2826,Honda,Civic,2021,Prata,4.8,4.8,4.98,Normal,54483,9
2827,Renault,Kwid,2024,Preto,3.2,2.7,4.94,Alto,18724,43
2828,Hyundai,HB20,2023,Vermelho,4.5,4.5,4.66,Pouco Rodado,20190,15
2829,Fiat,Strada,2022,Preto,3.6,4.4,4.8,Normal,42494,7
2830,Hyundai,HB20,2013,Preto,4.5,4.5,3.57,Alto,221579,30
2831,Renault,Sandero,2017,Branco,3.2,2.6,4.86,Normal,97930,20
2832,Ford,Ka,2011,Preto,2.8,3.8,4.86,Alto,262002,47
2833,Ford,Fiesta,2010,Prata,2.8,2.0,3.51,Alto,271030,46
2834,Fiat,Mobi,2021,Preto,3.6,3.5,4.92,Alto,83052,35
2835,Jeep,Renegade,2023,Vermelho,2.5,2.4,4.56,Normal,28805,22
2836,Jeep,Compass,2021,Preto,2.5,2.3,4.94,Super Alto,105420,34
2837,Honda,HR-V,2025,Preto,4.8,3.9,4.83,Pouco Rodado,4720,13
2838,Ford,Ka,2016,Preto,2.8,3.8,4.93,Normal,108068,11
2839,Hyundai,HB20,2019,Branco,4.5,4.5,4.25,Normal,79084,17
2840,Volkswagen,Fox,2021,Branco,4.0,4.1,4.98,Normal,49146,9
2841,Honda,HR-V,2020,Branco,4.8,3.9,4.79,Pouco Rodado,47311,10
2842,Chevrolet,Onix,2020,Preto,4.3,4.2,4.97,Pouco Rodado,45066,6
2843,Hyundai,HB20,2016,Cinza,4.5,4.5,4.64,Super Alto,237297,38
2844,Volkswagen,Fox,2015,Azul,4.0,4.1,4.72,Normal,122799,12
2845,Volkswagen,Gol,2017,Prata,4.0,4.4,4.95,Alto,151480,32
2846,Chevrolet,Onix,2015,Cinza,4.3,4.2,4.61,Super Alto,251540,33
2847,Chevrolet,Onix,2013,Cinza,4.3,4.2,4.39,Pouco Rodado,103313,12
2848,Volkswagen,Saveiro,2022,Branco,4.0,4.0,4.95,Alto,62889,33
2849,Volkswagen,Gol,2015,Vermelho,4.0,4.4,3.86,Normal,125669,5
2850,Chevrolet,Prisma/Joy Plus,2015,Preto,4.3,3.2,4.52,Alto,181819,41
2851,Hyundai,HB20,2018,Preto,4.5,4.5,4.82,Alto,127933,29
2852,Ford,Ka,2015,Preto,2.8,3.8,4.38,Alto,193075,32
2853,Renault,Kwid,2020,Branco,3.2,2.7,4.95,Normal,67960,19
2854,Fiat,Uno,2011,Verde,3.6,4.3,4.27,Normal,178830,21
2855,Volkswagen,Gol,2011,Branco,4.0,4.4,4.02,Pouco Rodado,114045,9
2856,Chevrolet,Onix,2021,Preto,4.3,4.2,4.49,Pouco Rodado,36580,6
2857,Jeep,Renegade,2017,Prata,2.5,2.4,4.97,Alto,161535,40
2858,Chevrolet,Onix,2022,Preto,4.3,4.2,4.94,Normal,42011,13
2859,Volkswagen,Fox,2020,Preto,4.0,4.1,4.98,Pouco Rodado,45897,13
2860,Chevrolet,Prisma/Joy Plus,2019,Branco,4.3,3.2,4.35,Normal,77937,16
2861,Toyota,Corolla,2024,Prata,5.0,5.0,4.74,Normal,18393,8
2862,Chevrolet,Tracker,2016,Branco,4.3,3.0,4.1,Normal,108771,10
2863,Jeep,Renegade,2020,Branco,2.5,2.4,4.96,Alto,102068,36
2864,Volkswagen,Fox,2020,Branco,4.0,4.1,4.67,Pouco Rodado,44724,5
2865,Fiat,Toro,2023,Vermelho,3.6,2.9,4.51,Pouco Rodado,21568,6
2866,Volkswagen,Saveiro,2014,Azul,4.0,4.0,4.12,Pouco Rodado,90288,12
2867,Fiat,Strada,2016,Branco,3.6,4.4,4.45,Normal,117037,20
2868,Fiat,Toro,2024,Cinza,3.6,2.9,4.79,Normal,22218,20
2869,Toyota,Corolla,2025,Cinza,5.0,5.0,4.74,Normal,9648,11
2870,Hyundai,HB20,2016,Branco,4.5,4.5,4.8,Super Alto,226036,31
2871,Chevrolet,Onix,2022,Prata,4.3,4.2,4.79,Normal,38920,5
2872,Volkswagen,Polo,2021,Azul,4.0,2.8,4.83,Normal,52710,14
2873,Hyundai,Creta,2021,Verde,4.5,3.6,4.93,Pouco Rodado,36825,5
2874,Chevrolet,Prisma/Joy Plus,2013,Branco,4.3,3.2,4.47,Normal,155018,21
2875,Ford,Ka,2014,Branco,2.8,3.8,4.88,Normal,140952,22
2876,Fiat,Strada,2017,Vermelho,3.6,4.4,4.68,Normal,96283,13
2877,Hyundai,HB20,2014,Prata,4.5,4.5,4.13,Pouco Rodado,91512,13
2878,Volkswagen,T-Cross,2022,Preto,4.0,3.1,4.94,Alto,66272,33
2879,Jeep,Renegade,2020,Azul,2.5,2.4,4.99,Pouco Rodado,41839,25
2880,Honda,HR-V,2020,Cinza,4.8,3.9,4.98,Pouco Rodado,44541,11
2881,Fiat,Uno,2011,Prata,3.6,4.3,4.83,Normal,179798,13
2882,Honda,HR-V,2019,Preto,4.8,3.9,4.94,Normal,75141,13
2883,Chevrolet,Tracker,2019,Azul,4.3,3.0,4.99,Alto,125290,35
2884,Volkswagen,Gol,2018,Preto,4.0,4.4,4.96,Pouco Rodado,61971,13
2885,Chevrolet,Celta,2010,Cinza,4.3,4.2,4.09,Alto,280114,37
2886,Toyota,Corolla,2020,Preto,5.0,5.0,4.41,Normal,71727,5
2887,Jeep,Renegade,2018,Vermelho,2.5,2.4,4.84,Pouco Rodado,57975,25
2888,Renault,Kwid,2017,Prata,3.2,2.7,4.41,Normal,100793,29
2889,Hyundai,HB20,2020,Vermelho,4.5,4.5,4.89,Alto,101550,34
2890,Toyota,Corolla,2024,Preto,5.0,5.0,4.82,Normal,15320,16
2891,Fiat,Argo,2025,Preto,3.6,3.4,4.83,Normal,8681,25
2892,Volkswagen,T-Cross,2021,Cinza,4.0,3.1,4.22,Alto,79476,42
2893,Fiat,Strada,2022,Vermelho,3.6,4.4,4.72,Normal,41274,12
2894,Ford,Ka,2018,Azul,2.8,3.8,4.78,Alto,135226,36
2895,Volkswagen,Saveiro,2015,Vermelho,4.0,4.0,4.87,Pouco Rodado,84622,19
2896,Fiat,Strada,2019,Cinza,3.6,4.4,4.78,Pouco Rodado,52706,13
2897,Fiat,Uno,2017,Branco,3.6,4.3,4.63,Alto,144468,28
2898,Volkswagen,Polo,2018,Preto,4.0,2.8,4.74,Normal,92861,21
2899,Hyundai,HB20,2014,Branco,4.5,4.5,4.93,Alto,211426,15
2900,Volkswagen,Gol,2020,Branco,4.0,4.4,4.98,Alto,95016,38
2901,Chevrolet,Onix,2016,Prata,4.3,4.2,4.47,Alto,178073,27
2902,Volkswagen,T-Cross,2022,Preto,4.0,3.1,4.96,Normal,45150,8
2903,Hyundai,HB20,2024,Preto,4.5,4.5,4.95,Super Alto,27769,33
2904,Fiat,Strada,2022,Preto,3.6,4.4,4.74,Super Alto,99901,46
2905,Chevrolet,Tracker,2021,Cinza,4.3,3.0,4.77,Normal,48744,27
2906,Chevrolet,Tracker,2017,Preto,4.3,3.0,4.37,Normal,103480,18
2907,Fiat,Strada,2013,Branco,3.6,4.4,3.86,Normal,151055,30
2908,Chevrolet,Tracker,2017,Vermelho,4.3,3.0,4.67,Normal,102680,18
2909,Volkswagen,Saveiro,2017,Azul,4.0,4.0,4.79,Pouco Rodado,67841,18
2910,Chevrolet,Prisma/Joy Plus,2013,Cinza,4.3,3.2,4.67,Normal,149802,14
2911,Honda,HR-V,2016,Vermelho,4.8,3.9,3.67,Normal,112024,22
2912,Toyota,Hilux,2018,Branco,5.0,4.9,4.29,Pouco Rodado,62538,5
2913,Fiat,Argo,2019,Preto,3.6,3.4,4.71,Alto,118445,38
2914,Chevrolet,Tracker,2021,Branco,4.3,3.0,4.97,Normal,54510,23
2915,Fiat,Uno,2021,Vermelho,3.6,4.3,4.15,Super Alto,103439,46
2916,Chevrolet,Prisma/Joy Plus,2015,Branco,4.3,3.2,4.95,Pouco Rodado,80820,12
2917,Volkswagen,Gol,2011,Cinza,4.0,4.4,4.67,Pouco Rodado,116936,9
2918,Toyota,Hilux,2020,Preto,5.0,4.9,4.89,Normal,60696,14
2919,Jeep,Renegade,2023,Branco,2.5,2.4,4.95,Normal,35561,18
2920,Hyundai,HB20,2019,Preto,4.5,4.5,4.63,Alto,125858,34
2921,Honda,HR-V,2017,Prata,4.8,3.9,4.94,Normal,105016,5
2922,Chevrolet,Tracker,2016,Branco,4.3,3.0,4.58,Super Alto,244332,39
